SAMPLE_NO,LONGITUDE,LATITUDE,Ca_ppm,Cu_ppm,K_ppm,Mn_ppm,Ti_ppm
4107719,137.8697415,-34.5447266,40272,4.5,12473,146,1824
4107694,137.8727426,-34.5448814,11755,4.5,11991,99,1823
4108312,137.8756042,-34.540983,66713,4.5,11566,131,1823
4107830,137.8716232,-34.5440063,53782,4.5,14345,644,1822
4107378,137.8744451,-34.5468695,44687,4.5,15847,121,1821
4107455,137.8741574,-34.5464254,30843,4.5,12328,92,1821
4107518,137.8725092,-34.5460135,41383,4.5,11290,118,1820
4107691,137.8719262,-34.5449006,8279,4.5,12343,120,1819
4106806,137.8674779,-34.5501883,20524,4.5,15009,145,1817
4108520,137.8706598,-34.5397473,49191,4.5,10180,98,1817
4107720,137.8700136,-34.5447202,43549,4.5,14641,134,1816
4107568,137.8667791,-34.5456976,5981,4.5,11211,143,1814
4107679,137.8683886,-34.5449838,68660,4.5,14823,235,1814
4107654,137.8713897,-34.5451385,6709,4.5,11860,139,1811
4107152,137.8660477,-34.5481938,7378,4.5,10896,156,1809
4107100,137.8731386,-34.5484776,54025,4.5,12577,112,1805
4108488,137.8723002,-34.5399341,38036,4.5,12269,93,1805
4108299,137.8720668,-34.5410663,26066,4.5,14875,164,1804
4108524,137.8717482,-34.5397217,89191,4.5,13544,109,1803
4107174,137.8720346,-34.548053,52154,4.5,12354,109,1800
4107357,137.8687304,-34.547004,78584,4.5,11862,116,1798
4107685,137.8700214,-34.5449454,61789,4.5,17864,151,1796
4107924,137.867246,-34.5434332,21063,4.5,12067,119,1796
4108380,137.873956,-34.5405711,4832,4.5,10897,53,1796
4107185,137.8750281,-34.5479825,65273,4.5,19073,124,1795
4108207,137.8764438,-34.5416392,10606,4.5,10092,89,1791
4107114,137.8663275,-34.5484125,9434,4.5,14086,165,1790
4107616,137.870309,-34.5453893,116195,4.5,12594,142,1790
4108370,137.871235,-34.5406351,17761,4.5,12394,92,1790
4107546,137.8705966,-34.5458333,62475,4.5,11401,88,1789
4107046,137.8690644,-34.5487989,8371,4.5,11419,98,1787
4107722,137.87083,-34.544701,28457,4.5,9773,122,1785
4107388,137.8665456,-34.5468299,4538,4.5,10075,106,1784
4107412,137.8730767,-34.5466763,37395,4.5,12547,127,1784
4107605,137.8673156,-34.5454597,13405,4.5,13729,190,1783
4107997,137.8675027,-34.5429765,8015,4.5,10820,107,1783
4107572,137.8678676,-34.5456721,19798,4.5,13617,188,1780
4107742,137.8762724,-34.5445728,6099,4.5,11752,148,1779
4108003,137.8691354,-34.5429381,47987,4.5,13513,209,1779
4108189,137.8715458,-34.5417546,86785,4.5,27274,379,1778
4108319,137.8677053,-34.5409435,25333,4.5,27102,387,1778
4106829,137.8737371,-34.550041,44085,4.5,14414,75,1777
4107642,137.8678521,-34.5452217,33722,4.5,13138,262,1777
4107405,137.8711718,-34.5467211,48317,4.5,13989,171,1776
4108464,137.8761174,-34.5400694,82167,4.5,6439,81,1774
4107269,137.8660245,-34.5475182,8247,4.5,11861,103,1772
4107671,137.8760158,-34.5450296,7151,4.5,13850,73,1772
4108266,137.8728908,-34.5412722,28907,4.5,12352,142,1771
4107421,137.8755258,-34.5466186,5646,4.5,11487,63,1767
4107162,137.868769,-34.5481298,10947,4.5,12595,100,1766
4108414,137.8728599,-34.5403716,24704,4.5,13002,67,1765
4107230,137.8660322,-34.5477434,14716,4.5,9400,183,1764
4108479,137.8698512,-34.5399917,62711,4.5,14255,209,1764
4108516,137.8695714,-34.5397729,68413,4.5,16830,236,1764
4107433,137.8681706,-34.5465663,20587,4.5,12323,143,1762
4107517,137.8722371,-34.54602,45480,4.5,11604,145,1757
4106857,137.8707359,-34.5498863,34671,4.5,14426,105,1755
4108453,137.8731242,-34.54014,14269,4.5,12089,75,1755
4107887,137.8675259,-34.5436519,50903,4.5,13354,133,1754
4108352,137.8766849,-34.5407322,33051,4.5,10956,69,1750
4108197,137.8737227,-34.5417033,18172,4.5,17239,145,1748
4107477,137.8695235,-34.5463092,105571,4.5,16329,234,1747
4107343,137.8755413,-34.5470689,18905,4.5,10436,66,1746
4107672,137.8762879,-34.5450231,5397,4.5,12633,88,1745
4107850,137.8672615,-34.5438835,88290,4.5,14372,157,1743
4107659,137.8727503,-34.5451065,16922,4.5,12300,103,1742
4107591,137.8733101,-34.545544,100039,4.5,10726,456,1741
4108099,137.8761949,-34.5423212,8280,4.5,8751,86,1741
4107743,137.8667404,-34.5445719,43943,4.5,13789,200,1740
4107636,137.8760236,-34.5452548,5706,4.5,10466,57,1739
4107993,137.8762182,-34.5429966,11559,4.5,13298,141,1739
4108078,137.8704805,-34.5424558,46465,4.5,12131,206,1737
4107713,137.8681088,-34.544765,32263,4.5,12157,209,1735
4107135,137.8720424,-34.5482781,56316,4.5,12384,101,1732
4108554,137.8695636,-34.5395478,38546,4.5,9248,174,1732
4107261,137.8744683,-34.5475449,53303,4.5,12594,114,1728
4108170,137.8761794,-34.5418709,26330,4.5,9093,242,1728
4106904,137.8729052,-34.5496099,50362,4.5,14086,180,1727
4107186,137.8753002,-34.5479761,53989,4.5,12596,96,1726
4107505,137.867883,-34.5461224,15032,4.5,11712,154,1725
4108347,137.8753243,-34.5407642,16672,4.5,11426,92,1724
4107569,137.8670512,-34.5456912,9385,4.5,12191,182,1722
4108005,137.8696796,-34.5429253,50233,4.5,13078,230,1721
4108000,137.8683191,-34.5429573,6402,4.5,13016,185,1720
4107522,137.8735977,-34.5459879,6873,4.5,13274,82,1718
4106978,137.8718012,-34.5491852,40259,4.5,11278,148,1717
4107957,137.8762259,-34.5432218,6518,4.5,11548,156,1717
4106911,137.8748102,-34.549565,55062,4.5,12654,98,1715
4107406,137.8714439,-34.5467147,30617,4.5,12627,128,1714
4108208,137.8767159,-34.5416328,8686,4.5,8390,56,1712
4106892,137.8696396,-34.5496867,10194,4.5,16204,118,1711
4107253,137.8722913,-34.5475962,87886,4.5,14565,127,1711
4107567,137.8763112,-34.5456987,23771,4.5,12330,82,1711
4107456,137.8744296,-34.546419,7361,4.5,13302,86,1710
4107925,137.8675182,-34.5434268,34497,4.5,13021,149,1710
4107024,137.8736984,-34.5489151,68580,4.5,13066,151,1709
4107308,137.8660168,-34.547293,10278,4.5,10893,161,1709
4107641,137.86758,-34.5452281,33756,4.5,14830,333,1708
4107397,137.8689947,-34.5467723,11430,4.5,12722,143,1707
4107372,137.8728123,-34.5469079,43148,4.5,12996,139,1700
4107411,137.8728046,-34.5466827,40305,4.5,13082,97,1700
4108159,137.8731862,-34.5419414,46896,4.5,19864,162,1700
4108369,137.8709628,-34.5406415,13984,4.5,8230,61,1700
4107036,137.866343,-34.5488628,9072,4.5,11058,121,1699
4107524,137.874142,-34.5459751,15704,4.5,11019,108,1697
4107414,137.8736209,-34.5466635,30308,4.5,12673,109,1691
4107800,137.8732636,-34.5441931,16886,4.5,12048,149,1690
4107813,137.8669971,-34.5441151,93851,4.5,16289,278,1690
4107748,137.868101,-34.5445399,34198,4.5,13620,194,1689
4107992,137.8759461,-34.543003,27188,4.5,18895,259,1689
4106887,137.8682789,-34.5497187,10983,4.5,13169,152,1688
4108046,137.8715767,-34.5426552,34445,4.5,35736,310,1688
4108417,137.8736762,-34.5403524,2897,4.5,8362,39,1688
4107158,137.8676805,-34.5481554,29868,4.5,14406,179,1687
4107640,137.8673079,-34.5452345,36785,4.5,14800,274,1687
4106837,137.8759143,-34.5499897,50807,4.5,13301,92,1686
4108131,137.8753708,-34.5421152,6506,4.5,12142,63,1686
4106807,137.8677501,-34.5501819,32252,4.5,12719,109,1684
4107488,137.8730612,-34.546226,35890,4.5,18624,102,1682
4107571,137.8675954,-34.5456784,27198,4.5,15270,186,1680
4107660,137.8730225,-34.5451001,10037,4.5,11876,109,1680
4107499,137.8760546,-34.5461554,24964,4.5,10180,73,1679
4107487,137.8727891,-34.5462324,23498,4.5,11971,107,1677
4107493,137.8744218,-34.5461939,5855,4.5,9149,76,1677
4108273,137.8747956,-34.5412274,9518,4.5,9985,85,1677
4107040,137.8674315,-34.5488373,22258,4.5,11134,181,1672
4107023,137.8734263,-34.5489215,72375,4.5,13470,140,1671
4107031,137.8756034,-34.5488702,73492,4.5,13668,108,1670
4107996,137.8672306,-34.5429829,33334,4.5,12603,147,1666
4106869,137.8740015,-34.5498095,49515,4.5,12792,123,1664
4107684,137.8697493,-34.5449518,46491,4.5,14006,134,1664
4107311,137.8668332,-34.5472738,6450,4.5,12015,120,1661
4107585,137.8716773,-34.5455824,41183,4.5,11882,158,1661
4107258,137.8736519,-34.5475641,43744,4.5,10662,101,1660
4107538,137.8681474,-34.5458909,22099,4.5,10648,178,1657
4107758,137.8713665,-34.5444631,9988,4.5,12152,163,1653
4107526,137.8746862,-34.5459623,2786,4.5,8818,67,1652
4107586,137.8719495,-34.545576,38256,4.5,11521,127,1651
4107015,137.8712492,-34.5489728,53943,4.5,13510,91,1649
4107398,137.8692669,-34.5467659,16537,4.5,12428,126,1649
4107341,137.8749971,-34.5470817,38912,4.5,10802,88,1648
4107612,137.8692205,-34.545415,72305,4.5,13258,152,1648
4108497,137.8747491,-34.5398764,46142,4.5,13558,114,1648
4106916,137.8761709,-34.5495329,54754,4.5,12462,95,1646
4108241,137.8758918,-34.5414269,5545,4.5,7999,102,1646
4107717,137.8691973,-34.5447394,39165,4.5,10678,182,1645
4106894,137.8701838,-34.5496739,12591,4.5,11514,112,1643
4107034,137.8764198,-34.548851,79493,4.5,16339,107,1643
4107608,137.868132,-34.5454405,23640,4.5,12767,173,1643
4107799,137.8729915,-34.5441995,22657,4.5,10058,130,1642
4107930,137.8688788,-34.5433948,28722,4.5,14945,197,1641
4107374,137.8733566,-34.5468951,41922,4.5,12388,104,1640
4107451,137.8730689,-34.5464511,33187,4.5,14578,98,1640
4107675,137.8673001,-34.5450094,46023,4.5,13588,252,1639
4106997,137.8663507,-34.549088,3692,4.5,10207,95,1638
4107650,137.8700291,-34.5451705,72055,4.5,14046,128,1638
4107864,137.8710712,-34.5437939,38398,4.5,14591,257,1637
4107893,137.8691586,-34.5436135,41230,4.5,22894,150,1636
4108205,137.8758995,-34.541652,10793,4.5,17929,97,1636
4108278,137.8761562,-34.5411953,10739,4.5,9964,73,1634
4107583,137.8711331,-34.5455952,52837,4.5,13718,147,1633
4108079,137.8707526,-34.5424494,92598,4.5,11564,263,1633
4107233,137.8668486,-34.5477242,8150,4.5,11041,164,1632
4107963,137.8680547,-34.5431888,28696,4.5,11417,181,1631
4107681,137.8689329,-34.544971,65397,4.5,12640,171,1630
4107519,137.8727813,-34.5460071,32815,4.5,14493,123,1629
4108485,137.8714838,-34.5399533,50074,4.5,11415,73,1628
4107457,137.8747017,-34.5464126,6489,4.5,11100,58,1627
4108454,137.8733963,-34.5401335,20582,4.5,13025,102,1627
4107352,137.8673697,-34.5470359,8915,4.5,11014,178,1626
4107356,137.8684582,-34.5470104,8910,4.5,19213,131,1626
4108568,137.8733731,-34.5394581,128022,4.5,12974,103,1625
4106921,137.8669105,-34.5495256,16615,4.5,9710,75,1623
4106897,137.8710003,-34.5496547,74275,4.5,15745,110,1615
4107818,137.8683577,-34.5440832,55090,4.5,12472,202,1615
4108576,137.8755499,-34.5394068,67991,4.5,12124,107,1613
4106908,137.8739938,-34.5495842,47942,4.5,11645,121,1612
4107730,137.873007,-34.5446498,48386,4.5,11455,109,1612
4107226,137.8755646,-34.5477445,57104,4.5,12274,144,1611
4106839,137.8764585,-34.5499768,59126,4.5,18099,91,1610
4108573,137.8747336,-34.5394261,80684,4.5,17227,107,1610
4108096,137.8753786,-34.5423404,22182,4.5,10987,174,1608
4107491,137.8738776,-34.5462067,8932,4.5,18714,66,1607
4108137,137.8671997,-34.5420822,21968,4.5,14865,262,1604
4107176,137.8725789,-34.5480402,51540,4.5,14092,125,1602
4107165,137.8695854,-34.5481106,28830,4.5,15845,118,1601
4107622,137.8722138,-34.5453445,38048,4.5,11251,86,1601
4107354,137.867914,-34.5470232,10765,4.5,11028,172,1599
4107429,137.8670821,-34.5465919,14699,4.5,12819,169,1598
4108184,137.8701852,-34.5417866,21290,4.5,16486,306,1598
4108222,137.8707217,-34.5415487,36638,4.5,8675,152,1597
4106888,137.868551,-34.5497123,4570,4.5,13381,96,1595
4107102,137.8736829,-34.5484648,52666,4.5,11270,116,1594
4107371,137.8725402,-34.5469143,43669,4.5,14026,133,1594
4106890,137.8690953,-34.5496995,3468,4.5,14680,64,1593
4107416,137.8741652,-34.5466506,13036,4.5,12980,100,1593
4106900,137.8718167,-34.5496355,19499,4.5,12459,104,1590
4107424,137.8763422,-34.5465993,6089,4.5,10579,56,1590
4107431,137.8676264,-34.5465791,18494,4.5,10405,286,1589
4107078,137.8671517,-34.5486184,8844,4.5,10506,121,1588
4107194,137.8668563,-34.5479494,9950,4.5,10926,141,1587
4107782,137.8680933,-34.5443148,44465,4.5,11651,150,1587
4107453,137.8736132,-34.5464382,21692,4.5,9338,72,1584
4108133,137.8759151,-34.5421024,8163,4.5,8039,49,1582
4107047,137.8693365,-34.5487925,3662,4.5,10279,67,1581
4106841,137.8663816,-34.5499887,38286,4.5,11791,109,1578
4107143,137.8742194,-34.5482268,127200,4.5,14168,105,1578
4108484,137.8712117,-34.5399597,43872,4.5,13814,102,1577
4107349,137.8665533,-34.5470551,7345,4.5,9583,126,1576
4107365,137.8709074,-34.5469528,35098,4.5,13409,151,1576
4107134,137.8717702,-34.5482845,55285,4.5,11108,116,1574
4108570,137.8739173,-34.5394453,82146,4.5,15119,104,1573
4106843,137.8669259,-34.5499759,5458,4.5,11801,88,1571
4107613,137.8694926,-34.5454086,57037,4.5,12848,120,1570
4108486,137.871756,-34.5399469,89673,4.5,13024,86,1569
4108448,137.8717637,-34.540172,37853,4.5,11719,81,1568
4107403,137.8706275,-34.5467339,43866,4.5,12570,122,1566
4106804,137.8669336,-34.550201,5371,4.5,10642,99,1564
4107329,137.8717315,-34.5471586,44863,4.5,11854,116,1562
4107399,137.869539,-34.5467595,40926,4.5,12248,142,1562
4107576,137.8689561,-34.5456465,57239,4.5,11586,160,1560
4107788,137.869726,-34.5442764,49304,4.5,16244,139,1560
4108519,137.8703877,-34.5397537,172705,4.5,12079,471,1560
4107126,137.8695932,-34.5483357,13549,4.5,18608,101,1559
4106915,137.8758987,-34.5495394,64742,4.5,11004,126,1558
4107039,137.8671594,-34.5488437,28706,4.5,11515,128,1558
4107637,137.8762957,-34.5452484,9012,4.5,16041,84,1557
4107923,137.8669739,-34.5434396,45143,4.5,11417,140,1557
4108384,137.8750445,-34.5405454,16935,4.5,10328,64,1557
4108489,137.8725723,-34.5399277,11761,4.5,10380,66,1557
4107355,137.8681861,-34.5470168,27058,4.5,11948,114,1555
4108490,137.8728444,-34.5399213,30285,4.5,12934,73,1555
4107375,137.8736287,-34.5468887,46825,4.5,10307,103,1550
4107458,137.8749738,-34.5464062,32849,4.5,15721,82,1550
4107211,137.8714826,-34.5478406,45463,4.5,12127,112,1548
4107314,137.8676496,-34.5472547,11582,4.5,18632,162,1547
4106913,137.8753545,-34.5495522,50783,4.5,11387,140,1546
4106899,137.8715445,-34.5496419,40546,4.5,14905,114,1545
4107079,137.8674238,-34.548612,11413,4.5,10003,128,1544
4107534,137.8670589,-34.5459165,3643,4.5,11003,118,1544
4108336,137.8723311,-34.5408347,32231,4.5,27103,146,1543
4108321,137.8682495,-34.5409307,5336,4.5,14630,266,1542
4107246,137.8703863,-34.547641,35735,4.5,11393,154,1541
4108534,137.8744693,-34.5396576,63342,4.5,14610,168,1540
4107422,137.875798,-34.5466122,10239,4.5,14734,87,1538
4107607,137.8678598,-34.5454469,62283,4.5,13308,191,1536
4107539,137.8684196,-34.5458845,21695,4.5,11303,179,1535
4106996,137.8660786,-34.5490943,29863,4.5,11088,118,1533
4107144,137.8744916,-34.5482204,58410,4.5,11446,121,1533
4107123,137.8687768,-34.5483549,4900,4.5,10918,73,1532
4107250,137.8714749,-34.5476154,32570,4.5,13174,111,1532
4107075,137.8663353,-34.5486376,7201,4.5,9650,117,1531
4107592,137.8735822,-34.5455376,8486,4.5,9744,80,1531
4107482,137.8714284,-34.5462644,156798,4.5,13619,138,1529
4108496,137.874477,-34.5398828,42823,4.5,11427,64,1529
4107052,137.8706972,-34.5487605,28546,4.5,12128,96,1527
4106815,137.8699272,-34.5501307,4528,4.5,11834,56,1526
4107447,137.8719804,-34.5464767,52097,4.5,15629,138,1524
4106914,137.8756266,-34.5495458,50545,4.5,19944,115,1523
4107370,137.872268,-34.5469207,57701,4.5,13720,132,1522
4106840,137.8661095,-34.5499951,23025,4.5,11686,187,1521
4107423,137.8760701,-34.5466058,9648,4.5,11629,65,1521
4108553,137.8692915,-34.5395542,76484,4.5,15283,184,1519
4107051,137.870425,-34.5487669,71308,4.5,10365,128,1516
4107026,137.8742427,-34.5489023,51154,4.5,12269,125,1515
4108478,137.8695791,-34.5399981,79257,4.5,24494,476,1514
4108522,137.871204,-34.5397345,141354,4.5,8882,116,1514
4108526,137.8722924,-34.5397088,57443,4.5,11443,85,1512
4107575,137.868684,-34.5456529,40340,4.5,12665,144,1511
4107454,137.8738853,-34.5464318,18785,4.5,11429,95,1510
4107817,137.8680856,-34.5440896,48220,4.5,13006,175,1510
4107103,137.873955,-34.5484584,46422,4.5,10722,76,1509
4108238,137.8750755,-34.5414462,12949,4.5,7300,103,1509
4107109,137.8755878,-34.5484199,88062,4.5,12989,100,1507
4107070,137.8755956,-34.5486451,53858,4.5,11514,105,1506
4107603,137.8667713,-34.5454725,20668,4.5,13626,167,1506
4107450,137.8727968,-34.5464575,20896,4.5,12258,91,1504
4107236,137.867665,-34.547705,4587,4.5,11198,107,1503
4107821,137.8691741,-34.544064,21377,4.5,12474,142,1502
4107243,137.8695699,-34.5476602,22575,4.5,14030,115,1501
4107510,137.8692437,-34.5460904,117601,4.5,16015,141,1501
4107711,137.8675645,-34.5447778,48316,4.5,13803,231,1499
4108132,137.8756429,-34.5421088,8681,4.5,7592,31,1499
4107235,137.8673929,-34.5477114,4711,4.5,9954,124,1498
4107359,137.8692746,-34.5469912,21671,4.5,12592,145,1498
4108371,137.8715071,-34.5406287,25149,4.5,11794,112,1498
4107061,137.8731464,-34.5487028,60641,4.5,11369,90,1496
4107515,137.8716928,-34.5460328,57587,4.5,12003,115,1496
4108418,137.8739483,-34.5403459,4470,4.5,10926,50,1496
4106819,137.8710157,-34.5501051,28624,4.5,29552,118,1494
4106872,137.8748179,-34.5497902,53120,4.5,13177,151,1494
4108343,137.8742359,-34.5407899,20926,4.5,6948,95,1494
4106885,137.8677346,-34.5497315,42693,4.5,15606,131,1493
4107332,137.8725479,-34.5471394,36394,4.5,12251,152,1492
4107212,137.8717547,-34.5478342,31806,4.5,9892,102,1490
4107649,137.869757,-34.5451769,59015,4.5,12996,182,1490
4107452,137.8733411,-34.5464447,21050,4.5,12971,85,1489
4107125,137.869321,-34.5483421,5832,4.5,11270,86,1487
4107927,137.8680624,-34.543414,42963,4.5,12750,273,1487
4107137,137.8725866,-34.5482653,66567,4.5,10739,190,1485
4107606,137.8675877,-34.5454533,121594,4.5,12886,256,1485
4107750,137.8686453,-34.5445271,61167,4.5,13039,107,1485
4106999,137.866895,-34.5490752,5046,4.5,10693,83,1483
4107203,137.8693056,-34.5478918,32148,4.5,12054,102,1483
4107551,137.8719572,-34.5458013,49502,4.5,13500,125,1483
4107554,137.8727736,-34.545782,31607,4.5,11612,82,1483
4107361,137.8698189,-34.5469784,44899,4.5,12786,142,1480
4108452,137.8728521,-34.5401464,15414,4.5,10106,79,1477
4107133,137.8714981,-34.5482909,71283,4.5,12986,124,1473
4107744,137.8670126,-34.5445655,59635,4.5,14684,239,1473
4108419,137.8742204,-34.5403395,5746,4.5,14759,51,1473
4107142,137.8739473,-34.5482333,50873,4.5,14308,138,1472
4107068,137.8750513,-34.5486579,49047,4.5,11407,100,1469
4107783,137.8683654,-34.5443084,42626,4.5,13348,169,1469
4107465,137.866258,-34.546386,9305,4.5,12169,107,1468
4108544,137.8771903,-34.5395934,81814,4.5,11532,76,1467
4106820,137.8712879,-34.5500986,46507,4.5,11784,84,1465
4107695,137.8730147,-34.544875,23181,4.5,22493,106,1464
4108328,137.8701543,-34.5408859,29246,4.5,10968,372,1462
4108563,137.8720126,-34.5394901,76353,4.5,11891,78,1462
4107478,137.8697957,-34.5463028,51691,4.5,12724,142,1458
4107889,137.8680701,-34.5436391,49273,4.5,11479,200,1458
4108134,137.8761872,-34.542096,4772,4.5,10211,49,1454
4108572,137.8744615,-34.5394325,65553,4.5,19759,118,1453
4107062,137.8734185,-34.5486964,46695,4.5,9230,148,1452
4108102,137.8672074,-34.5423073,62793,4.5,15737,107,1450
4108426,137.8761252,-34.5402947,46916,4.5,9552,57,1449
4108498,137.8750212,-34.53987,53958,4.5,10657,80,1447
4108421,137.8747646,-34.5403267,18756,4.5,18935,85,1444
4107094,137.8715058,-34.548516,64985,4.5,11906,91,1443
4106910,137.8745381,-34.5495714,47167,4.5,10271,81,1442
4107057,137.8720578,-34.5487284,41607,4.5,10588,97,1442
4107484,137.8719727,-34.5462516,44560,4.5,10375,111,1442
4107577,137.8692282,-34.5456401,95972,4.5,11277,140,1442
4107474,137.8687072,-34.5463284,36132,4.5,30122,197,1440
4107296,137.873372,-34.5473454,52233,4.5,10839,107,1439
4107032,137.8758755,-34.5488638,62386,4.5,11573,96,1438
4106959,137.8666306,-34.5493068,8223,4.5,9190,90,1436
4107270,137.8662966,-34.5475119,9353,4.5,10262,122,1435
4107004,137.8682557,-34.5490432,6901,4.5,10876,90,1434
4107199,137.868217,-34.5479174,8170,4.5,12070,89,1434
4107220,137.8739318,-34.5477829,49316,4.5,12422,87,1434
4108036,137.8683113,-34.5427321,19871,4.5,20441,201,1434
4107540,137.8686917,-34.5458781,46135,4.5,11869,176,1433
4107443,137.8708919,-34.5465023,45437,4.5,10641,81,1425
4107677,137.8678444,-34.5449966,62434,4.5,14419,242,1425
4107169,137.870674,-34.548085,26906,4.5,10689,103,1424
4107819,137.8686298,-34.5440768,41785,4.5,12041,152,1422
4108425,137.875853,-34.5403011,57345,4.5,11514,70,1422
4107514,137.8714207,-34.5460392,61618,4.5,11434,117,1420
4107777,137.8667327,-34.5443468,62227,4.5,15959,241,1420
4108340,137.8734196,-34.5408091,22589,4.5,12355,105,1420
4107249,137.8712027,-34.5476218,38093,4.5,11473,187,1419
4107404,137.8708997,-34.5467275,32416,4.5,12599,122,1419
4108536,137.8750135,-34.5396448,63138,4.5,10127,133,1418
4107303,137.875277,-34.5473005,62800,4.5,12439,99,1415
4107574,137.8684118,-34.5456593,29640,4.5,11243,173,1414
4107587,137.8722216,-34.5455696,43652,4.5,12052,102,1414
4107676,137.8675723,-34.545003,56339,4.5,13374,212,1413
4108444,137.8706753,-34.5401976,29970,4.5,7686,44,1413
4107147,137.875308,-34.5482012,75320,4.5,10858,162,1412
4107471,137.8678908,-34.5463476,6002,4.5,9645,52,1412
4107714,137.8683809,-34.5447586,47355,4.5,11155,291,1412
4107257,137.8733798,-34.5475705,47906,4.5,12149,95,1410
4107506,137.8681552,-34.546116,17528,4.5,13342,185,1410
4107590,137.873038,-34.5455504,27331,4.5,9755,115,1409
4107012,137.8704328,-34.548992,36856,4.5,20190,122,1407
4108529,137.8731087,-34.5396896,56209,4.5,9105,96,1407
4107415,137.8738931,-34.5466571,21280,4.5,10797,79,1404
4107280,137.869018,-34.5474479,13254,4.5,9351,108,1403
4108502,137.8761097,-34.5398443,109209,4.5,10817,91,1403
4107390,137.8670898,-34.5468171,5951,4.5,10703,147,1401
4107573,137.8681397,-34.5456657,36957,4.5,12572,221,1400
4108408,137.8712272,-34.54041,22764,4.5,12792,107,1399
4107708,137.8667482,-34.544797,43610,4.5,11384,206,1398
4108577,137.875822,-34.5394004,69569,4.5,10557,108,1397
4108348,137.8755964,-34.5407578,26456,4.5,12763,80,1395
4107325,137.870643,-34.5471843,28129,4.5,14588,150,1391
4106879,137.8661018,-34.5497699,69044,4.5,10629,176,1388
4107467,137.8668023,-34.5463732,5249,4.5,11109,63,1387
4106957,137.8660863,-34.5493196,4488,4.5,10184,87,1385
4107227,137.8758367,-34.547738,48289,4.5,10484,90,1384
4107401,137.8700833,-34.5467467,40670,4.5,12115,117,1383
4107304,137.8755491,-34.5472941,52883,4.5,8586,56,1381
4108552,137.8690194,-34.5395606,48053,4.5,26200,388,1381
4107318,137.8687381,-34.5472291,11411,4.5,9115,108,1379
4106870,137.8742737,-34.5498031,42560,4.5,9991,84,1378
4108495,137.8742049,-34.5398892,52463,4.5,10695,92,1378
4108525,137.8720203,-34.5397152,53714,4.5,9966,90,1378
4107508,137.8686994,-34.5461032,26653,4.5,15246,149,1377
4106865,137.872913,-34.5498351,49731,4.5,10604,170,1374
4108500,137.8755654,-34.5398572,76837,4.5,11972,104,1374
4107638,137.8667636,-34.5452473,34116,4.5,12234,224,1373
4107328,137.8714594,-34.5471651,39458,4.5,11412,148,1372
4107262,137.8747404,-34.5475385,52020,4.5,12694,80,1369
4107578,137.8695003,-34.5456337,140541,4.5,10095,62,1369
4108559,137.8709242,-34.5395158,60027,4.5,11061,88,1368
4108571,137.8741894,-34.5394389,60200,4.5,13145,109,1368
4107425,137.8659936,-34.5466175,3724,4.5,8147,59,1363
4107156,137.8671362,-34.5481682,18876,4.5,14766,157,1360
4107796,137.8721751,-34.5442188,6980,4.5,10159,143,1360
4108492,137.8733886,-34.5399084,48731,4.5,11039,89,1360
4107030,137.8753312,-34.5488766,58762,4.5,16078,116,1358
4108560,137.8711963,-34.5395094,61397,4.5,12246,104,1357
4107095,137.871778,-34.5485096,40723,4.5,10648,85,1355
4107247,137.8706585,-34.5476346,27743,4.5,9275,83,1355
4107652,137.8708455,-34.5451513,21689,4.5,11435,83,1355
4107543,137.8695081,-34.5458589,53797,4.5,9980,146,1353
4107815,137.8675413,-34.5441023,60867,4.5,13333,231,1353
4108350,137.8761407,-34.540745,18911,4.5,22002,81,1350
4107673,137.8667559,-34.5450222,55231,4.5,13341,183,1347
4108135,137.8764593,-34.5420895,2650,4.5,9126,40,1346
4108243,137.876436,-34.5414141,16774,4.5,14496,110,1345
4107710,137.8672924,-34.5447842,51629,4.5,12466,219,1344
4107193,137.8665842,-34.5479558,70028,4.5,11058,177,1343
4106826,137.8729207,-34.5500602,51503,4.5,10874,204,1342
4107928,137.8683345,-34.5434076,37701,4.5,11609,210,1342
4108569,137.8736452,-34.5394517,76111,4.5,12089,85,1340
4107448,137.8722526,-34.5464703,23409,4.5,11693,83,1336
4106813,137.8693829,-34.5501435,4848,4.5,10058,65,1335
4107682,137.869205,-34.5449646,70161,4.5,11479,99,1334
4108523,137.8714761,-34.5397281,60882,4.5,11027,92,1333
4107968,137.8694153,-34.5431568,35503,4.5,13312,233,1325
4107973,137.8707758,-34.5431248,15901,4.5,8863,113,1325
4108487,137.8720281,-34.5399405,57485,4.5,21322,105,1324
4107566,137.8760391,-34.5457051,22664,4.5,8663,82,1323
4107111,137.8761321,-34.5484071,79078,4.5,9820,79,1319
4107814,137.8672692,-34.5441087,68369,4.5,22427,216,1319
4108527,137.8725645,-34.5397024,82146,4.5,10120,114,1319
4108533,137.8741972,-34.539664,53552,4.5,10142,93,1319
4107392,137.8676341,-34.5468043,10151,4.5,9586,130,1318
4108275,137.8753398,-34.5412145,7283,4.5,9577,53,1318
4107931,137.8691509,-34.5433884,26065,4.5,11474,229,1317
4108506,137.8771981,-34.5398187,77462,4.5,9891,98,1317
4107306,137.8760934,-34.5472813,32501,4.5,9214,65,1316
4107426,137.8662657,-34.5466111,4309,4.5,9749,80,1316
4107516,137.8719649,-34.5460264,46641,4.5,18653,101,1315
4107674,137.867028,-34.5450158,55425,4.5,15095,187,1314
